http://ted.europa.eu/udl?uri=TED:NOTICE:488952-2017:TEXT:PL:HTML&src=0 	  488952-2017 	  Norwegia-Oslo: System pozyskiwania danych 	  NO 	  07/12/2017 	6816000	 NOK 	 bez Vat 	  Wartosc bez VAT: 6 816 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:405227-2017:TEXT:PL:HTML&src=0 	  405227-2017 	  Szwecja-Uppsala: Us³ugi e-learning 	  SE 	  13/10/2017 	13647146	 SEK 	 bez Vat 	  Wartosc bez VAT: 13 647 146.00 SEK
http://ted.europa.eu/udl?uri=TED:NOTICE:404631-2017:TEXT:PL:HTML&src=0 	  404631-2017 	  Niderlandy-Schiedam: Pakiety oprogramowania i systemy informatyczne 	  NL 	  13/10/2017 	450000	 EUR 	 bez Vat 	  Wartosc bez VAT: 450 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:403268-2017:TEXT:PL:HTML&src=0 	  403268-2017 	  Zjednoczone Królestwo-Dorking: Pakiety oprogramowania do zarz¹dzania zapasami 	  UK 	  12/10/2017 	100000000	 GBP 	 bez Vat 	  Wartosc bez VAT: 100 000 000.00 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:402630-2017:TEXT:PL:HTML&src=0 	  402630-2017 	  Polska-Zamoœæ: Sprzêt zwi¹zany z komputerami 	  PL 	  12/10/2017 	35000	 PLN 	 bez Vat 	  Wartosc bez VAT: 35 000.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:402593-2017:TEXT:PL:HTML&src=0 	  402593-2017 	  Finlandia-Haapavesi: System automatyzacji 	  FI 	  12/10/2017 	199808	 EUR 	 bez Vat 	  Wartosc bez VAT: 199 808.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:401984-2017:TEXT:PL:HTML&src=0 	  401984-2017 	  Szwajcaria-Bazylea: Przemys³owe specyficzne pakiety oprogramowania 	  CH 	  11/10/2017 	1195402,64	 CHF 	 z Vat 	  Ca³kowita koncowa opisWartosci umowy/czesci: 1 195 402.64 CHF
http://ted.europa.eu/udl?uri=TED:NOTICE:401074-2017:TEXT:PL:HTML&src=0 	  401074-2017 	  Szwecja-Sztokholm: Pakiety oprogramowania szkoleniowego 	  SE 	  11/10/2017 	21700000	 SEK 	 bez Vat 	  Wartosc bez VAT: 21 700 000.00 SEK
http://ted.europa.eu/udl?uri=TED:NOTICE:399037-2017:TEXT:PL:HTML&src=0 	  399037-2017 	  W³ochy-Rzym: System automatyzacji 	  IT 	  10/10/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:398632-2017:TEXT:PL:HTML&src=0 	  398632-2017 	  Irlandia-Dublin: Biblioteczny system zarz¹dzania 	  IE 	  10/10/2017 	5000000	 EUR 	 bez Vat 	  Wartosc bez VAT: 5 000 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:398594-2017:TEXT:PL:HTML&src=0 	  398594-2017 	  Belgia-Hasselt: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  BE 	  10/10/2017 	141256,03	 EUR 	 z Vat 	  Najtansza oferta: 141 256.03 EUR / Najdrozsza oferta: 141 256.03 EUR brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:398070-2017:TEXT:PL:HTML&src=0 	  398070-2017 	  Niemcy-Düsseldorf: Pakiety oprogramowania do analizy finansowej i rachunkowoœci/ksiêgowoœci 	  DE 	  10/10/2017 	575966,38	 EUR 	 bez Vat 	  Wartosc bez VAT: 575 966.38 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:398064-2017:TEXT:PL:HTML&src=0 	  398064-2017 	  Polska-Katowice: Sprzêt zwi¹zany z komputerami 	  PL 	  10/10/2017 	1034028	 PLN 	 bez Vat 	  Wartosc bez VAT: 1 034 028.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:398052-2017:TEXT:PL:HTML&src=0 	  398052-2017 	  Francja-La Rochelle: Pakiety oprogramowania do systemów finansowych 	  FR 	  10/10/2017 	28500	 EUR 	 bez Vat 	  Wartosc bez VAT: 28 500.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:397909-2017:TEXT:PL:HTML&src=0 	  397909-2017 	  Francja-Boulogne-sur-Mer: Roboty budowlane w zakresie kas biletowych 	  FR 	  10/10/2017 	380000	 EUR 	 bez Vat 	  Wartosc bez VAT: 380 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:397330-2017:TEXT:PL:HTML&src=0 	  397330-2017 	  Norwegia-Oslo: Pakiety oprogramowania i systemy informatyczne 	  NO 	  07/10/2017 	1400000	 NOK 	 bez Vat 	  Wartosc bez VAT: 1 400 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:396935-2017:TEXT:PL:HTML&src=0 	  396935-2017 	  S³owenia-Šoštanj: Komputerowy system steruj¹cy 	  SI 	  07/10/2017 	1499640,71	 EUR 	 bez Vat 	  Wartosc bez VAT: 1 499 640.71 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:396816-2017:TEXT:PL:HTML&src=0 	  396816-2017 	  Francja-Paris La Défense: Pakiety oprogramowania do kontroli przemys³owej 	  FR 	  07/10/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:396499-2017:TEXT:PL:HTML&src=0 	  396499-2017 	  Hiszpania-Sewilla: System zarz¹dzania dokumentacj¹ 	  ES 	  07/10/2017 	459084	 EUR 	 bez Vat 	  Wartosc bez VAT: 459 084.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:396399-2017:TEXT:PL:HTML&src=0 	  396399-2017 	  Niderlandy-Rotterdam: Us³ugi fakturowania 	  NL 	  07/10/2017 	741840	 EUR 	 bez Vat 	  Wartosc bez VAT: 741 840.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:396353-2017:TEXT:PL:HTML&src=0 	  396353-2017 	  Dania-Kopenhaga: Us³ugi dostawy oprogramowania 	  DK 	  07/10/2017 	8000000	 DKK 	 bez Vat 	  Wartosc bez VAT: 8 000 000.00 DKK
http://ted.europa.eu/udl?uri=TED:NOTICE:395880-2017:TEXT:PL:HTML&src=0 	  395880-2017 	  Niemcy-Essen: Systemy informacji medycznej 	  DE 	  07/10/2017 	400000	 EUR 	 bez Vat 	  Wartosc bez VAT: 400 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:394058-2017:TEXT:PL:HTML&src=0 	  394058-2017 	  Zjednoczone Królestwo-Dumfries: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  UK 	  06/10/2017 	2020000	 GBP 	 bez Vat 	  Wartosc bez VAT: 2 020 000.00 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:393401-2017:TEXT:PL:HTML&src=0 	  393401-2017 	  Polska-Jaros³aw: Pakiety oprogramowania do kopii zapasowych i odzyskiwania 	  PL 	  06/10/2017 	1110000	 PLN 	 bez Vat 	  Wartosc bez VAT: 1 110 000.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:393341-2017:TEXT:PL:HTML&src=0 	  393341-2017 	  Polska-Warszawa: Pakiety oprogramowania do rachunkowoœci/ksiêgowoœci 	  PL 	  06/10/2017 	934959,35	 PLN 	 bez Vat 	  Wartosc bez VAT: 934 959.35 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:393188-2017:TEXT:PL:HTML&src=0 	  393188-2017 	  Polska-Turek: System automatyzacji 	  PL 	  06/10/2017 	98700	 PLN 	 bez Vat 	  Wartosc bez VAT: 98 700.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:392493-2017:TEXT:PL:HTML&src=0 	  392493-2017 	  Norwegia-Hamar: Pakiety oprogramowania do zamówieñ 	  NO 	  05/10/2017 	670000	 NOK 	 bez Vat 	  Wartosc bez VAT: 670 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:390999-2017:TEXT:PL:HTML&src=0 	  390999-2017 	  Szwecja-Solna: Pakiety oprogramowania i systemy informatyczne 	  SE 	  05/10/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:390981-2017:TEXT:PL:HTML&src=0 	  390981-2017 	  S³owacja-Bratys³awa: Analityczne, naukowe, matematyczne lub prognozuj¹ce pakiety oprogramowania 	  SK 	  05/10/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:389707-2017:TEXT:PL:HTML&src=0 	  389707-2017 	  Irlandia-Dublin: Us³ugi bazy danych 	  IE 	  04/10/2017 	163000	 EUR 	 bez Vat 	  Wartosc bez VAT: 163 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:389615-2017:TEXT:PL:HTML&src=0 	  389615-2017 	  Finlandia-Joensuu: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  FI 	  04/10/2017 	17167000	 EUR 	 z Vat 	  Najtansza oferta: 17 167 000.00 EUR / Najdrozsza oferta: 17 167 001.00 EUR brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:388938-2017:TEXT:PL:HTML&src=0 	  388938-2017 	  Niemcy-Frankfurt nad Menem: Systemy baz danych 	  DE 	  04/10/2017 	500000	 EUR 	 bez Vat 	  Wartosc bez VAT: 500 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:388202-2017:TEXT:PL:HTML&src=0 	  388202-2017 	  Norwegia-Oslo: Pakiety oprogramowania do analizy finansowej 	  NO 	  03/10/2017 	5000000	 NOK 	 bez Vat 	  Wartosc bez VAT: 5 000 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:386762-2017:TEXT:PL:HTML&src=0 	  386762-2017 	  Austria-Wiedeñ: Analityczne, naukowe, matematyczne lub prognozuj¹ce pakiety oprogramowania 	  AT 	  03/10/2017 	4798447	 EUR 	 bez Vat 	  Wartosc bez VAT: 4 798 447.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:386231-2017:TEXT:PL:HTML&src=0 	  386231-2017 	  Szwajcaria-Genewa: System automatyzacji 	  CH 	  30/09/2017 	3502608,32	 CHF 	 bez Vat 	  Wartosc bez VAT: 3 502 608.32 CHF
http://ted.europa.eu/udl?uri=TED:NOTICE:386201-2017:TEXT:PL:HTML&src=0 	  386201-2017 	  Norwegia-Oslo: Us³ugi doradcze w zakresie programowania oprogramowania 	  NO 	  30/09/2017 	3750000	 NOK 	 bez Vat 	  Wartosc bez VAT: 3 750 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:385534-2017:TEXT:PL:HTML&src=0 	  385534-2017 	  Bu³garia-Sofia: Pakiety oprogramowania do rachunkowoœci/ksiêgowoœci 	  BG 	  30/09/2017 	145000	 BGN 	 bez Vat 	  Wartosc bez VAT: 145 000.00 BGN
http://ted.europa.eu/udl?uri=TED:NOTICE:385516-2017:TEXT:PL:HTML&src=0 	  385516-2017 	  Bu³garia-Sofia: Pakiety oprogramowania do rachunkowoœci/ksiêgowoœci 	  BG 	  30/09/2017 	175000	 BGN 	 bez Vat 	  Wartosc bez VAT: 175 000.00 BGN
http://ted.europa.eu/udl?uri=TED:NOTICE:385493-2017:TEXT:PL:HTML&src=0 	  385493-2017 	  Zjednoczone Królestwo-Londyn: Pakiety oprogramowania i systemy informatyczne 	  UK 	  30/09/2017 	17001550	 GBP 	 bez Vat 	  Wartosc bez VAT: 17 001 550.00 GBP
http://ted.europa.eu/udl?uri=TED:NOTICE:384914-2017:TEXT:PL:HTML&src=0 	  384914-2017 	  Niemcy-Berlin: Pakiety oprogramowania i systemy informatyczne 	  DE 	  30/09/2017 	1500000	 EUR 	 bez Vat 	  Wartosc bez VAT: 1 500 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:384910-2017:TEXT:PL:HTML&src=0 	  384910-2017 	  Niemcy-Wiesbaden: Pakiety oprogramowania do tworzenia dokumentów 	  DE 	  30/09/2017 	495000	 EUR 	 bez Vat 	  Wartosc bez VAT: 495 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:383322-2017:TEXT:PL:HTML&src=0 	  383322-2017 	  Francja-Créteil: System zarz¹dzania dokumentacj¹ 	  FR 	  29/09/2017 	370855	 EUR 	 bez Vat 	  Wartosc bez VAT: 370 855.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:383238-2017:TEXT:PL:HTML&src=0 	  383238-2017 	  Niderlandy-Leerdam: Systemy informacji finansowej 	  NL 	  29/09/2017 	1	 EUR 	 bez Vat 	  Wartosc bez VAT: 1.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:383205-2017:TEXT:PL:HTML&src=0 	  383205-2017 	  Niderlandy-Haga: Pakiety oprogramowania i systemy informatyczne 	  NL 	  29/09/2017 	1	 EUR 	 z Vat 	  Najtansza oferta: 1.00 EUR / Najdrozsza oferta: 2.00 EUR brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:382676-2017:TEXT:PL:HTML&src=0 	  382676-2017 	  Polska-Boles³awiec: Pakiety oprogramowania i systemy informatyczne 	  PL 	  29/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:382666-2017:TEXT:PL:HTML&src=0 	  382666-2017 	  Irlandia-Dublin: Pakiety oprogramowania do systemów finansowych 	  IE 	  29/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:382540-2017:TEXT:PL:HTML&src=0 	  382540-2017 	  Francja-Bordeaux: Pakiety oprogramowania do automatyzacji prac biurowych 	  FR 	  29/09/2017 	674550	 EUR 	 bez Vat 	  Wartosc bez VAT: 674 550.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:381380-2017:TEXT:PL:HTML&src=0 	  381380-2017 	  Szwecja-Nyköping: Pakiety oprogramowania i systemy informatyczne 	  SE 	  28/09/2017 	2000000	 SEK 	 bez Vat 	  Wartosc bez VAT: 2 000 000.00 SEK
http://ted.europa.eu/udl?uri=TED:NOTICE:381323-2017:TEXT:PL:HTML&src=0 	  381323-2017 	  Niemcy-Berlin: Pakiety oprogramowania dla sprzeda¿y, marketingu i wywiadu gospodarczego 	  DE 	  28/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:381312-2017:TEXT:PL:HTML&src=0 	  381312-2017 	  Szwecja-Ängelholm: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  SE 	  28/09/2017 	10000000	 SEK 	 bez Vat 	  Wartosc bez VAT: 10 000 000.00 SEK
http://ted.europa.eu/udl?uri=TED:NOTICE:381202-2017:TEXT:PL:HTML&src=0 	  381202-2017 	  Francja-Arpajon: System zarz¹dzania dokumentacj¹ 	  FR 	  28/09/2017 	366320	 EUR 	 bez Vat 	  Wartosc bez VAT: 366 320.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:380696-2017:TEXT:PL:HTML&src=0 	  380696-2017 	  Szwecja-Kinna: Elektroniczne systemy rejestrowania czasu 	  SE 	  28/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:380621-2017:TEXT:PL:HTML&src=0 	  380621-2017 	  Polska-Kielce: Elektroniczne tablice informacyjne 	  PL 	  28/09/2017 	1269000	 PLN 	 bez Vat 	  Wartosc bez VAT: 1 269 000.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:379804-2017:TEXT:PL:HTML&src=0 	  379804-2017 	  Zjednoczone Królestwo-Birmingham: Przemys³owe specyficzne pakiety oprogramowania 	  UK 	  27/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:379453-2017:TEXT:PL:HTML&src=0 	  379453-2017 	  Belgia-Bruksela: Us³ugi szkoleniowe 	  BE 	  27/09/2017 	1800000	 EUR 	 bez Vat 	  Wartosc bez VAT: 1 800 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:379414-2017:TEXT:PL:HTML&src=0 	  379414-2017 	  Niemcy-Greifswald: Pakiety oprogramowania do kontroli transakcji biznesowych i osobistych 	  DE 	  27/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:379342-2017:TEXT:PL:HTML&src=0 	  379342-2017 	  Finlandia-Helsinki: Us³ugi informatyczne: konsultacyjne, opracowywania oprogramowania, internetowe i wsparcia 	  FI 	  27/09/2017 	163410	 EUR 	 bez Vat 	  Wartosc bez VAT: 163 410.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:378776-2017:TEXT:PL:HTML&src=0 	  378776-2017 	  Niemcy-Saarbrücken: Pakiety oprogramowania administracyjnego 	  DE 	  27/09/2017 	90000	 EUR 	 bez Vat 	  Wartosc bez VAT: 90 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:377413-2017:TEXT:PL:HTML&src=0 	  377413-2017 	  Szwecja-Alings?s: Pakiety oprogramowania i systemy informatyczne 	  SE 	  26/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:377339-2017:TEXT:PL:HTML&src=0 	  377339-2017 	  Niemcy-Cottbus: Us³ugi skanowania 	  DE 	  26/09/2017 	148997200	 EUR 	 bez Vat 	  Wartosc bez VAT: 148 997 200.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:376860-2017:TEXT:PL:HTML&src=0 	  376860-2017 	  Republika Czeska-Plzeò: Analityczne, naukowe, matematyczne lub prognozuj¹ce pakiety oprogramowania 	  CZ 	  26/09/2017 	1525373	 CZK 	 bez Vat 	  Wartosc bez VAT: 1 525 373.00 CZK
http://ted.europa.eu/udl?uri=TED:NOTICE:376129-2017:TEXT:PL:HTML&src=0 	  376129-2017 	  Polska-Nowy S¹cz: Us³ugi zarz¹dzania oprogramowaniem sieciowym 	  PL 	  23/09/2017 	48762,52	 PLN 	 z Vat 	  Wartosc: 48 762,52 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:375417-2017:TEXT:PL:HTML&src=0 	  375417-2017 	  Niderlandy-Leeuwarden: Pakiety oprogramowania do opracowywania harmonogramów 	  NL 	  23/09/2017 	500000	 EUR 	 z Vat 	  Najtansza oferta: 500 000.00 EUR / Najdrozsza oferta: 800 000.00 EUR brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:375386-2017:TEXT:PL:HTML&src=0 	  375386-2017 	  Polska-Katowice: Us³ugi w zakresie napraw i konserwacji oraz podobne us³ugi dotycz¹ce kolei i innego sprzêtu 	  PL 	  23/09/2017 	3970000	 PLN 	 bez Vat 	  Wartosc bez VAT: 3 970 000.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:375377-2017:TEXT:PL:HTML&src=0 	  375377-2017 	  Niderlandy-Gouda: Us³ugi zarz¹dzania wspierane komputerowo 	  NL 	  23/09/2017 	500000	 EUR 	 z Vat 	  Najtansza oferta: 500 000.00 EUR / Najdrozsza oferta: 600 000.00 EUR brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:374115-2017:TEXT:PL:HTML&src=0 	  374115-2017 	  Szwajcaria-Unterseen: Pakiety oprogramowania do planowania zasobów przedsiêbiorstwa 	  CH 	  22/09/2017 	2735401,85	 CHF 	 bez Vat 	  Wartosc bez VAT: 2 735 401.85 CHF
http://ted.europa.eu/udl?uri=TED:NOTICE:373191-2017:TEXT:PL:HTML&src=0 	  373191-2017 	  Zjednoczone Królestwo-Corsham: Pakiety oprogramowania medycznego 	  UK 	  22/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:373069-2017:TEXT:PL:HTML&src=0 	  373069-2017 	  Francja-Dax: Us³ugi w zakresie konserwacji i napraw oprogramowania 	  FR 	  22/09/2017 	394327	 EUR 	 bez Vat 	  Wartosc bez VAT: 394 327.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:372480-2017:TEXT:PL:HTML&src=0 	  372480-2017 	  Polska-£ódŸ: Maszyny, aparatura, urz¹dzenia i wyroby elektryczne, oœwietlenie 	  PL 	  22/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:372255-2017:TEXT:PL:HTML&src=0 	  372255-2017 	  Polska-Bielsko-Bia³a: Systemy i urz¹dzenia nadzoru i bezpieczeñstwa 	  PL 	  22/09/2017 	9488000,44	 PLN 	 bez Vat 	  Wartosc bez VAT: 9 488 000.44 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:371057-2017:TEXT:PL:HTML&src=0 	  371057-2017 	  Zjednoczone Królestwo-Stirling: Pakiety oprogramowania i systemy informatyczne 	  UK 	  21/09/2017 	1480302	 GBP 	 z Vat 	  Najtansza oferta: 1 480 302.00 GBP / Najdrozsza oferta: 5 754 757.00 GBP brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:370974-2017:TEXT:PL:HTML&src=0 	  370974-2017 	  Belgia-Charleroi: Pakiety oprogramowania do automatyzacji prac biurowych 	  BE 	  21/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:370907-2017:TEXT:PL:HTML&src=0 	  370907-2017 	  Francja-Marne-la-Vallée: Pakiety oprogramowania szkoleniowego 	  FR 	  21/09/2017 	160000	 EUR 	 bez Vat 	  Wartosc bez VAT: 160 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:370906-2017:TEXT:PL:HTML&src=0 	  370906-2017 	  Francja-Dunkierka: System automatyzacji 	  FR 	  21/09/2017 	800000	 EUR 	 bez Vat 	  Wartosc bez VAT: 800 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:370459-2017:TEXT:PL:HTML&src=0 	  370459-2017 	  Polska-Radom: Obwody elektryczne 	  PL 	  21/09/2017 	5080350	 PLN 	 bez Vat 	  Wartosc bez VAT: 5 080 350.00 PLN
http://ted.europa.eu/udl?uri=TED:NOTICE:369716-2017:TEXT:PL:HTML&src=0 	  369716-2017 	  Rumunia-Bucuresti: Serwery 	  RO 	  20/09/2017 	5950000	 RON 	 z Vat 	  Wartosc: 5 950 000 RON
http://ted.europa.eu/udl?uri=TED:NOTICE:369546-2017:TEXT:PL:HTML&src=0 	  369546-2017 	  Polska-Warszawa: Us³ugi w zakresie napraw i konserwacji instalacji budynkowych 	  PL 	  20/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:368534-2017:TEXT:PL:HTML&src=0 	  368534-2017 	  Finlandia-Muurame: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  FI 	  20/09/2017 	235452	 EUR 	 bez Vat 	  Wartosc bez VAT: 235 452.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:368527-2017:TEXT:PL:HTML&src=0 	  368527-2017 	  Wêgry-Kecskemét: Rejestratory lotu 	  HU 	  20/09/2017 	43780000	 HUF 	 z Vat 	  Najtansza oferta: 43 780 000.00 HUF / Najdrozsza oferta: 59 192 000.00 HUF brana pod uwage
http://ted.europa.eu/udl?uri=TED:NOTICE:367769-2017:TEXT:PL:HTML&src=0 	  367769-2017 	  Norwegia-Oslo: Pakiety oprogramowania do zamówieñ 	  NO 	  19/09/2017 	1100000	 NOK 	 bez Vat 	  Wartosc bez VAT: 1 100 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:367516-2017:TEXT:PL:HTML&src=0 	  367516-2017 	  Szwecja-Kalmar: Systemy informacji finansowej 	  SE 	  19/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:367015-2017:TEXT:PL:HTML&src=0 	  367015-2017 	  Austria-Wiedeñ: Elektroniczne tablice informacyjne 	  AT 	  19/09/2017 	647360,6	 EUR 	 bez Vat 	  Wartosc bez VAT: 647 360.60 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:366999-2017:TEXT:PL:HTML&src=0 	  366999-2017 	  Niemcy-Berlin: Pakiety oprogramowania do pisania tekstów 	  DE 	  19/09/2017 	2524369,75	 EUR 	 bez Vat 	  Wartosc bez VAT: 2 524 369.75 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:366902-2017:TEXT:PL:HTML&src=0 	  366902-2017 	  Francja-Pary¿: Pakiety oprogramowania do zarz¹dzania dokumentami 	  FR 	  19/09/2017 	12000000	 EUR 	 bez Vat 	  Wartosc bez VAT: 12 000 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:365705-2017:TEXT:PL:HTML&src=0 	  365705-2017 	  Norwegia-T?nsberg: Us³ugi w zakresie konserwacji systemu 	  NO 	  16/09/2017 	3000000	 NOK 	 bez Vat 	  Wartosc bez VAT: 3 000 000.00 NOK
http://ted.europa.eu/udl?uri=TED:NOTICE:365032-2017:TEXT:PL:HTML&src=0 	  365032-2017 	  Niemcy-Monachium: Pakiety oprogramowania do rozliczania czasu lub zarz¹dzania zasobami ludzkimi 	  DE 	  16/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:364859-2017:TEXT:PL:HTML&src=0 	  364859-2017 	  Niderlandy-Utrecht: Pakiety oprogramowania do kontroli przemys³owej 	  NL 	  16/09/2017 	2030000	 EUR 	 bez Vat 	  Wartosc bez VAT: 2 030 000.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:363556-2017:TEXT:PL:HTML&src=0 	  363556-2017 	  Szwecja-Jönköping: Pakiety oprogramowania i systemy informatyczne 	  SE 	  15/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:363261-2017:TEXT:PL:HTML&src=0 	  363261-2017 	  W³ochy-San Donato Milanese: System automatyzacji 	  IT 	  15/09/2017 	6425000,1	 EUR 	 bez Vat 	  Wartosc bez VAT: 6 425 000.10 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:363005-2017:TEXT:PL:HTML&src=0 	  363005-2017 	  Niemcy-Hamburg: Pakiety oprogramowania i systemy informatyczne 	  DE 	  15/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:362923-2017:TEXT:PL:HTML&src=0 	  362923-2017 	  Szwecja-Lidköping: Pakiety oprogramowania i systemy informatyczne 	  SE 	  15/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
http://ted.europa.eu/udl?uri=TED:NOTICE:362801-2017:TEXT:PL:HTML&src=0 	  362801-2017 	  Irlandia-Dublin: Pakiety oprogramowania i systemy informatyczne 	  IE 	  15/09/2017 	565415	 EUR 	 bez Vat 	  Wartosc bez VAT: 565 415.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:362759-2017:TEXT:PL:HTML&src=0 	  362759-2017 	  Francja-Pary¿: Elektroniczne zarz¹dzanie danymi (EDM) 	  FR 	  15/09/2017 	390674	 EUR 	 bez Vat 	  Wartosc bez VAT: 390 674.00 EUR
http://ted.europa.eu/udl?uri=TED:NOTICE:362212-2017:TEXT:PL:HTML&src=0 	  362212-2017 	  Zjednoczone Królestwo-Harrow: Urz¹dzenia i przyrz¹dy u¿ywane na salach operacyjnych 	  UK 	  15/09/2017 	0	  	 z Vat 	  Brak wartosci w ofercie
